id,firstname,lastname,email,field Name,field Name,attendance
20,Mallory,Naashom,Mallory.Naashom@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
21,Ellette,Joeann,Ellette.Joeann@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
22,Cissiee,Love,Cissiee.Love@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
23,Rosanne,Gombach,Rosanne.Gombach@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
24,Margalo,Fancie,Margalo.Fancie@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
25,Lelah,Ralfston,Lelah.Ralfston@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
26,Laurene,Corilla,Laurene.Corilla@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
27,Abbie,Poppy,Abbie.Poppy@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
28,Margette,Letsou,Margette.Letsou@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
29,Pierette,Halsey,Pierette.Halsey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
30,Pierette,Margret,Pierette.Margret@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
31,Fred,Bury,Fred.Bury@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
32,Fanchon,Selway,Fanchon.Selway@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
33,Jerry,Hermes,Jerry.Hermes@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
34,Ashlee,Pernick,Ashlee.Pernick@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
35,Agnese,Bearnard,Agnese.Bearnard@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
36,Babita,Willie,Babita.Willie@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
37,Deirdre,Ezar,Deirdre.Ezar@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
38,Charlena,Abbot,Charlena.Abbot@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
39,Yolane,Dulciana,Yolane.Dulciana@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
40,Codie,Kesley,Codie.Kesley@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
41,Catharine,Lane,Catharine.Lane@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
42,Merrie,Fillbert,Merrie.Fillbert@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
43,Shirlee,Hoban,Shirlee.Hoban@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
44,Rosanne,Tremayne,Rosanne.Tremayne@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
45,Kerrin,Serilda,Kerrin.Serilda@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
46,Konstance,Naor,Konstance.Naor@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
47,Feliza,Kiersten,Feliza.Kiersten@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
48,Sissy,Adlare,Sissy.Adlare@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
49,Vita,Gaspard,Vita.Gaspard@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
50,Candi,Neils,Candi.Neils@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
51,Marline,Stoller,Marline.Stoller@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
52,Lusa,Ferino,Lusa.Ferino@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
53,Wilma,Grayce,Wilma.Grayce@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
54,Dacia,Kellby,Dacia.Kellby@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
55,Mamie,Voletta,Mamie.Voletta@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
56,Albertina,Breed,Albertina.Breed@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
57,Fawne,Auberbach,Fawne.Auberbach@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
58,Doralynne,Prober,Doralynne.Prober@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
59,Jennica,Flita,Jennica.Flita@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
60,Lizzie,Zenas,Lizzie.Zenas@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
61,Chastity,Rooney,Chastity.Rooney@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
62,Blinni,Mayeda,Blinni.Mayeda@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
63,Jorry,Pandolfi,Jorry.Pandolfi@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
64,Misha,Lissi,Misha.Lissi@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
65,Micheline,Alisia,Micheline.Alisia@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
66,Gwyneth,Raffo,Gwyneth.Raffo@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
67,Linzy,Azeria,Linzy.Azeria@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
68,Jerry,Fredi,Jerry.Fredi@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
69,Lesly,Hillel,Lesly.Hillel@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
70,Nessie,Izaak,Nessie.Izaak@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
71,Lila,Schroth,Lila.Schroth@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
72,Ermengarde,Hirsch,Ermengarde.Hirsch@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
73,Rani,Monaco,Rani.Monaco@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
74,Shirlee,Buckler,Shirlee.Buckler@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
75,Sam,Faso,Sam.Faso@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
76,Elise,McGrody,Elise.McGrody@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
77,Esmeralda,Wolfgram,Esmeralda.Wolfgram@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
78,Kalina,Gunn,Kalina.Gunn@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
79,Mathilda,Zola,Mathilda.Zola@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
80,Desirae,Faust,Desirae.Faust@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
81,Farrah,Hylan,Farrah.Hylan@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
82,Emmey,Morrill,Emmey.Morrill@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
83,Florie,Tamar,Florie.Tamar@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
84,Farrah,Bandeen,Farrah.Bandeen@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
85,Leona,Yerkovich,Leona.Yerkovich@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
86,Maisey,Armanda,Maisey.Armanda@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
87,Gabriellia,Berard,Gabriellia.Berard@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
88,Gaylene,Ariella,Gaylene.Ariella@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
89,Emylee,Chauncey,Emylee.Chauncey@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
90,Kristina,Cherianne,Kristina.Cherianne@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
91,Bernie,Blase,Bernie.Blase@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
92,Calla,Gower,Calla.Gower@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
93,Cecile,Zetta,Cecile.Zetta@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
94,Tabbatha,Swanhildas,Tabbatha.Swanhildas@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
95,Ardeen,Valoniah,Ardeen.Valoniah@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
96,Anica,Atonsah,Anica.Atonsah@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
97,Fred,Jenness,Fred.Jenness@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
98,Cathie,Colleen,Cathie.Colleen@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
99,Camile,Dielu,Camile.Dielu@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
100,Maurene,Jalbert,Maurene.Jalbert@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
101,Ginnie,Oriana,Ginnie.Oriana@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
102,Cissiee,Waldron,Cissiee.Waldron@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
103,Vanessa,Herrera,Vanessa.Herrera@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
104,Lyssa,Melleta,Lyssa.Melleta@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
105,Kristan,Darbie,Kristan.Darbie@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
106,Olwen,Blake,Olwen.Blake@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
107,Andree,Noman,Andree.Noman@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
108,Cherrita,Ax,Cherrita.Ax@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
109,Annice,Read,Annice.Read@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
110,Ann-Marie,Swanhildas,Ann-Marie.Swanhildas@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
111,Ezmeralda,Muriel,Ezmeralda.Muriel@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
112,Kenna,Johanna,Kenna.Johanna@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
113,Jennica,Lubin,Jennica.Lubin@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
114,Dorthy,Jacobah,Dorthy.Jacobah@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
115,Sean,Rad,Sean.Rad@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
116,Eadie,Ochs,Eadie.Ochs@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
117,Elena,Palocz,Elena.Palocz@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
118,Andree,Reneta,Andree.Reneta@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
119,Gwenneth,Jammal,Gwenneth.Jammal@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
120,Pollyanna,Vilma,Pollyanna.Vilma@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
121,Libbie,McClimans,Libbie.McClimans@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
122,Neila,Barbey,Neila.Barbey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
123,Michaelina,Norrie,Michaelina.Norrie@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
124,Brynna,Muriel,Brynna.Muriel@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
125,Grier,Firmin,Grier.Firmin@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
126,Luci,Francene,Luci.Francene@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
127,Jemie,Docilla,Jemie.Docilla@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
128,Nariko,Noam,Nariko.Noam@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
129,Mathilda,Kenwood,Mathilda.Kenwood@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
130,Mildrid,Fiann,Mildrid.Fiann@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
131,Merci,Sherrie,Merci.Sherrie@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
132,Hermione,Lory,Hermione.Lory@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
133,Kenna,Joli,Kenna.Joli@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
134,Carmela,Concha,Carmela.Concha@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
135,Binny,Urias,Binny.Urias@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
136,Edith,Hull,Edith.Hull@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
137,Brandise,Jefferey,Brandise.Jefferey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
138,Karina,Sacken,Karina.Sacken@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
139,Lolita,Marisa,Lolita.Marisa@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
140,Christian,Trey,Christian.Trey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
141,Regina,Cleo,Regina.Cleo@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
142,Bee,Bryna,Bee.Bryna@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
143,Rosabelle,Persse,Rosabelle.Persse@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
144,Thalia,Bendick,Thalia.Bendick@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
145,Valli,Norvol,Valli.Norvol@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
146,Gusella,Chapland,Gusella.Chapland@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
147,Alleen,Warthman,Alleen.Warthman@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
148,Heddie,Lytton,Heddie.Lytton@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
149,Vonny,Georas,Vonny.Georas@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
150,Augustine,Waite,Augustine.Waite@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
151,Dulce,Merell,Dulce.Merell@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
152,Gavrielle,Kalinda,Gavrielle.Kalinda@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
153,Farrah,Timon,Farrah.Timon@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
154,Myriam,Gemini,Myriam.Gemini@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
155,Carol-Jean,Woodberry,Carol-Jean.Woodberry@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
156,Blinni,Marijo,Blinni.Marijo@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
157,Sharlene,Wooster,Sharlene.Wooster@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
158,Kayla,Erminia,Kayla.Erminia@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
159,Maurene,Howlyn,Maurene.Howlyn@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
160,Kristan,Jacqui,Kristan.Jacqui@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
161,Nananne,Friede,Nananne.Friede@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
162,Lizzie,Cecile,Lizzie.Cecile@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
163,Etta,Radu,Etta.Radu@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
164,Mahalia,Grimbly,Mahalia.Grimbly@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
165,Roberta,Adlare,Roberta.Adlare@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
166,Clary,Nickola,Clary.Nickola@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
167,Jenda,Nester,Jenda.Nester@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
168,Adelle,Redmond,Adelle.Redmond@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
169,Annora,Kat,Annora.Kat@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
170,Janey,Keelia,Janey.Keelia@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
171,Rivalee,Friede,Rivalee.Friede@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
172,Dione,Swanhildas,Dione.Swanhildas@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
173,Lory,Kinnard,Lory.Kinnard@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
174,Arlena,Sadowski,Arlena.Sadowski@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
175,Dulce,Dermott,Dulce.Dermott@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
176,Cathie,Lareena,Cathie.Lareena@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
177,Jasmina,Hebner,Jasmina.Hebner@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
178,Elie,Ledah,Elie.Ledah@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
179,Jobi,Kunin,Jobi.Kunin@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
180,Shandie,Ahab,Shandie.Ahab@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
181,Adele,Diann,Adele.Diann@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
182,Concettina,Amethist,Concettina.Amethist@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
183,Sharlene,Salchunas,Sharlene.Salchunas@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
184,Dennie,Cutlerr,Dennie.Cutlerr@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
185,Asia,Connelly,Asia.Connelly@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
186,Bernardine,Yuille,Bernardine.Yuille@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
187,Almeta,Henebry,Almeta.Henebry@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
188,Ezmeralda,Yorick,Ezmeralda.Yorick@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
189,Leia,Thomasina,Leia.Thomasina@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
190,Stephanie,Alwin,Stephanie.Alwin@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
191,Dania,Jorgan,Dania.Jorgan@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
192,Nananne,Forrer,Nananne.Forrer@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
193,Belva,Kamaria,Belva.Kamaria@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
194,Reeba,Mata,Reeba.Mata@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
195,Iseabal,Joseph,Iseabal.Joseph@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
196,Nikki,Holbrook,Nikki.Holbrook@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
197,Miquela,Carvey,Miquela.Carvey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
198,Fayre,Chauncey,Fayre.Chauncey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
199,Kaia,Gualtiero,Kaia.Gualtiero@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
200,Bobinette,Tacye,Bobinette.Tacye@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
201,Daryl,Abbot,Daryl.Abbot@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
202,Melina,Gordon,Melina.Gordon@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
203,Iseabal,Stephie,Iseabal.Stephie@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
204,Philis,Joachim,Philis.Joachim@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
205,Janeczka,Friede,Janeczka.Friede@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
206,Rosaline,Virgin,Rosaline.Virgin@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
207,Adele,Jena,Adele.Jena@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
208,Annice,Hieronymus,Annice.Hieronymus@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
209,Alisha,Hachmin,Alisha.Hachmin@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
210,Orsola,Colp,Orsola.Colp@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
211,Candi,Lissi,Candi.Lissi@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
212,Rani,Haerr,Rani.Haerr@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
213,Jeanna,Sundin,Jeanna.Sundin@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
214,June,Gilmour,June.Gilmour@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
215,Aurelie,Ball,Aurelie.Ball@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
216,Lita,Milde,Lita.Milde@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
217,Lucy,Shanley,Lucy.Shanley@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
218,Briney,Gilmour,Briney.Gilmour@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
219,Gabriellia,Kesley,Gabriellia.Kesley@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
220,Kassey,An,Kassey.An@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
221,Evita,Ephrem,Evita.Ephrem@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
222,Dania,Shaddock,Dania.Shaddock@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
223,Riannon,Rozanna,Riannon.Rozanna@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
224,Jasmina,Marijo,Jasmina.Marijo@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
225,Hannis,Brackely,Hannis.Brackely@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
226,Maud,Hortensia,Maud.Hortensia@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
227,Lexine,Kelula,Lexine.Kelula@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
228,Orsola,Peonir,Orsola.Peonir@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
229,Chastity,Bandeen,Chastity.Bandeen@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
230,Ada,Leler,Ada.Leler@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
231,Lynea,Gamaliel,Lynea.Gamaliel@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
232,Julieta,Judye,Julieta.Judye@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
233,Libbie,Boycey,Libbie.Boycey@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
234,Sharai,Schonfeld,Sharai.Schonfeld@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
235,Ardys,Gaspard,Ardys.Gaspard@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
236,Molli,Fry,Molli.Fry@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
237,Rosanne,Newell,Rosanne.Newell@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
238,Etta,Yerkovich,Etta.Yerkovich@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
239,Hildegaard,Autrey,Hildegaard.Autrey@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
240,Gavrielle,Fitzsimmons,Gavrielle.Fitzsimmons@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
241,Latisha,Wattenberg,Latisha.Wattenberg@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
242,Grier,Noam,Grier.Noam@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
243,Suzette,Gaulin,Suzette.Gaulin@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
244,Valera,Barrus,Valera.Barrus@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
245,Malina,Willie,Malina.Willie@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
246,Marnia,Ruvolo,Marnia.Ruvolo@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
247,Amelia,Shuler,Amelia.Shuler@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
248,Addia,Roscoe,Addia.Roscoe@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
249,Gerianna,Darrell,Gerianna.Darrell@yopmail.com,Third Year,PlaceholderStudentImage.png,Absent
250,Kamilah,Bertold,Kamilah.Bertold@yopmail.com,Third Year,PlaceholderStudentImage.png,Present
